SN,Region,District,School_Name,Location,Gender,Residency,Email,Category,Is_STEM,latitude,longitude,youth_literacy_count,mpi_score
357,EASTERN,KWAHU EAST,NKWATIA PRESBY SENIOR HIGH/COMM SCHOOL,NKWATIA,MIXED,DAY/BOARDING,presbynkwatiacomshs@ges.gov.gh,C,No,9.3953646,-0.8216087,16774.0,0.1
358,EASTERN,KWAHU EAST,"ST. PETER'S SENIOR HIGH SCHOOL, NKWATIA",NKWATIA,MALE,DAY/BOARDING,stpetersshs@ges.gov.gh,C,No,9.394167,-0.829071,16774.0,0.1
359,EASTERN,KWAHU SOUTH,"ST. PAUL'S SENIOR HIGH SCHOOL, ASAKRAKA KWAHU",ASAKRAKA- KWAHU,MIXED,DAY/BOARDING,stpaulskwahushs@ges.gov.gh,C,No,5.6457771,-0.0078533,16272.791208791208,0.1098901098901098
360,EASTERN,KWAHU SOUTH,BEPONG SENIOR HIGH SCHOOL,BEPONG,MIXED,DAY/BOARDING,bepongshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098
361,EASTERN,KWAHU SOUTH,MPRAESO SENIOR HIGH SCHOOL,MPRAESO,MIXED,DAY/BOARDING,mpraesoshs@ges.gov.gh,C,No,5.9926294,0.8187733,16272.791208791208,0.1098901098901098
362,EASTERN,KWAHU SOUTH,KWAHU RIDGE SENIOR HIGH SCHOOL,OBO-KWAHU,MIXED,DAY/BOARDING,kwahuridgeshs@ges.gov.gh,C,No,10.6593164,-1.268658,16272.791208791208,0.1098901098901098
363,EASTERN,KWAHU SOUTH,ST. JOSEPH'S TECH. INST.,KWAHU-TAFO,MIXED,DAY/BOARDING,stjosephstechinstkwahu@ges.gov.gh,C,No,6.653337,-0.6710365,16774.0,0.1
364,EASTERN,KWAHU WEST MUNICIPAL,FODOA COMM. SENIOR HIGH SCHOOL,FODOA NKAWKAW,MIXED,DAY,fodoacommshs@ges.gov.gh,C,No,5.9668857,-0.9929572,16272.791208791208,0.1098901098901098
365,EASTERN,KWAHU WEST MUNICIPAL,NKAWKAW SENIOR HIGH SCHOOL,NKAWKAW,MIXED,DAY/BOARDING,nkawkawshs@ges.gov.gh,C,No,5.8771706,0.3662603,16272.791208791208,0.1098901098901098
366,EASTERN,LOWER MANYA KROBO,MANYA KROBO SENIOR HIGH SCHOOL,NEW NUASO,MIXED,DAY/BOARDING,manyakroboshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098
367,EASTERN,LOWER MANYA KROBO,AKRO SENIOR HIGH/TECH SCHOOL,ODUMASE,MIXED,DAY/BOARDING,akroshst@ges.gov.gh,C,No,6.6556435,-1.1071968,16272.791208791208,0.1098901098901098
368,EASTERN,LOWER MANYA KROBO,KROBO GIRLS SENIOR HIGH SCHOOL,ODUMASE,FEMALE,DAY/BOARDING,krobogirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098
369,EASTERN,LOWER MANYA KROBO,AKUSE METHODIST SENIOR HIGH/TECH SCHOOL,AKUSE,MIXED,DAY/BOARDING,akusemethodistshst@ges.gov.gh,C,No,6.6809248,-1.1073406,16272.791208791208,0.1098901098901098
370,EASTERN,NEW JUABEN,KOFORIDUA TECH. INST.,KOFORIDUA,MIXED,DAY/BOARDING,koforiduatechinst@ges.gov.gh,C,No,6.1132592,-0.2853714,16272.791208791208,0.1098901098901098
371,EASTERN,NEW JUABEN,"PENTECOST SENIOR HIGH SCHOOL,KOFORIDUA",KOFORIDUA,MIXED,DAY/BOARDING,pentecostkoforiduashs@ges.gov.gh,C,No,6.11494,-0.277781,16272.791208791208,0.1098901098901098
372,EASTERN,NEW JUABEN MUNICIPAL,OYOKO METHODIST SENIOR HIGH SCHOOL,OYOKO,MIXED,DAY/BOARDING,oyokomethodistshs@ges.gov.gh,C,No,4.9046484,-1.7908342,10774.823529411764,0.2058823529411765
373,EASTERN,NEW JUABEN MUNICIPAL,"S.D.A SENIOR HIGH SCHOOL, KOFORIDUA",ASOKORE- KOFORIDUA,MIXED,DAY/BOARDING,sdakoforiduashs@ges.gov.gh,C,No,6.11494,-0.277781,16272.791208791208,0.1098901098901098
374,EASTERN,NEW JUABEN MUNICIPAL,"GHANA SENIOR HIGH SCHOOL, KOFORIDUA",KOFORIDUA,MIXED,DAY/BOARDING,ghanashskoforidua@ges.gov.gh,C,No,6.11494,-0.277781,16272.791208791208,0.1098901098901098
375,EASTERN,NEW JUABEN MUNICIPAL,OTI BOATENG SENIOR HIGH SCHOOL,ADA/KOFORIDUA,MIXED,DAY/BOARDING,otiboatengshs@ges.gov.gh,C,No,10.6593164,-1.268658,16272.79120879121,0.10989010989010985
376,EASTERN,NEW JUABEN MUNICIPAL,"POPE JOHN SENIOR HIGH & MIN. SEM. SCHOOL, KOFORIDUA",KOFORIDUA,MALE,DAY/BOARDING,popejohnshs@ges.gov.gh,C,No,6.11494,-0.277781,16272.791208791208,0.1098901098901098
377,EASTERN,NEW JUABEN MUNICIPAL,KOFORIDUA SENIOR HIGH/TECH SCHOOL,KOFORIDUA,MIXED,DAY/BOARDING,koforiduashst@ges.gov.gh,C,No,5.9668857,-0.9929572,16272.791208791208,0.1098901098901098
378,EASTERN,NEW JUABEN MUNICIPAL,NEW JUABEN SENIOR HIGH/COMM SCHOOL,KOFORIDUA,MIXED,DAY/BOARDING,newjuabencomshs@ges.gov.gh,C,Yes,5.9926294,0.8187733,16272.791208791208,0.1098901098901098
379,EASTERN,NSAWAM ADOAGYIRI,"ST. MARTIN'S SENIOR HIGH SCHOOL, NSAWAM",NSAWAM,MIXED,DAY/BOARDING,stmartinsshs@ges.gov.gh,C,No,7.3449525,-2.3439664,10774.823529411764,0.2058823529411765
380,EASTERN,NSAWAM ADOAGYIRI,NSAWAM SENIOR HIGH SCHOOL,NSAWAM,MIXED,DAY,nsawamshs@ges.gov.gh,C,No,5.8771706,0.3662603,25302.0,0.1
381,EASTERN,SUHUM MUNICIPAL,"PRESBY SENIOR HIGH SCHOOL, SUHUM",SUHUM,MIXED,DAY/BOARDING,presbysuhumshs@ges.gov.gh,C,No,6.3325025,-0.4784514,16272.791208791208,0.1098901098901098
382,EASTERN,SUHUM MUNICIPAL,SUHUM SENIOR HIGH/TECH SCHOOL,SUHUM,MIXED,DAY/BOARDING,suhumshst@ges.gov.gh,C,No,6.6556435,-1.1071968,16272.791208791208,0.1098901098901098
383,EASTERN,SUHUM MUNICIPAL,"ISLAMIC GIRLS SENIOR HIGH SCHOOL,SUHUM",KORASE-SUHUM,FEMALE,DAY/BOARDING,islamicgirlsshs@ges.gov.gh,C,No,9.3815355,-0.8511432,16272.791208791208,0.1098901098901098
384,EASTERN,UPPER MANYA KROBO,ASESEWA SENIOR HIGH SCHOOL,ASESEWA,MIXED,DAY/BOARDING,asesewashs@ges.gov.gh,C,No,5.8771706,0.3662603,10821.0,0.1
385,EASTERN,UPPER WEST AKIM,ADEISO PRESBY SENIOR HIGH SCHOOL,ADEISO,MIXED,DAY/BOARDING,presbyadeisoshs@ges.gov.gh,C,No,9.3953646,-0.8216087,15728.0,0.1
386,EASTERN,UPPER WEST AKIM,KWAOBAAH NYANOA COMM. SENIOR HIGH SCHOOL,NYANOA,MIXED,DAY,kwaobaahnyanoacommshs@ges.gov.gh,C,No,5.314022,-1.00919,15728.0,0.1
387,EASTERN,WEST AKIM MUNICIPAL,ASAMANKESE SENIOR HIGH SCHOOL,ASAMANKESE,MIXED,DAY/BOARDING,asamankeseshs@ges.gov.gh,C,No,9.4226781,-0.8620235,16272.791208791208,0.1098901098901098
388,EASTERN,WEST AKIM MUNICIPAL,ST. THOMAS SENIOR HIGH/TECH SCHOOL,ASAMANKESE,MIXED,DAY/BOARDING,stthomasshs@ges.gov.gh,C,No,6.6556435,-1.1071968,16272.791208791208,0.1098901098901098
389,EASTERN,YILO KROBO,KLO-AGOGO SENIOR HIGH SCHOOL,KLO-AGOGO,MIXED,DAY,kloagogoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,25603.746153846158,0.0884615384615384
390,EASTERN,YILO KROBO,YILO KROBO SENIOR HIGH/COMM SCHOOL,SOMANYA,MIXED,DAY/BOARDING,yilokroboshscomm@ges.gov.gh,C,No,10.9014082,-0.9013563,19241.0,0.1
391,GREATER ACCRA,ABLEKUMA CENTRAL MUNICIPAL,KANESHIE SENIOR HIGH/TECH SCHOOL,KANESHIE,MIXED,DAY,kaneshieshst@ges.gov.gh,C,No,5.3379361,-1.9707293,24338.5,0.0833333333333333
392,GREATER ACCRA,ABLEKUMA NORTH MUNICPAL,WESLEY GRAMMAR SENIOR HIGH SCHOOL,DANSOMAN,MIXED,DAY/BOARDING,wesleygrammarshs@ges.gov.gh,C,No,5.7065864,-0.1702485,24338.5,0.0833333333333333
393,GREATER ACCRA,ABLEKUMA WEST MUNICIPAL,ST. MARGARET MARY SENIOR HIGH/TECH SCHOOL,DANSOMAN,MIXED,DAY,stmargaretmaryshst@ges.gov.gh,C,No,10.0272463,-0.9731496,24338.5,0.0833333333333333
394,GREATER ACCRA,ABLEKUMA WEST MUNICIPAL,EBENEZER SENIOR HIGH SCHOOL,DANSOMAN,MIXED,DAY,ebenezershs@ges.gov.gh,C,No,5.9926294,0.8187733,24338.5,0.0833333333333333
395,GREATER ACCRA,ACCRA METRO,ACCRA ACADEMY,KANESHIE,MALE,DAY/BOARDING,accraacademyshs@ges.gov.gh,C,No,7.2973844,0.3287773,24338.5,0.0833333333333333
396,GREATER ACCRA,ACCRA METRO,ACCRA WESLEY GIRLS SENIOR HIGH SCHOOL,KANESHIE,FEMALE,DAY,accrawesleygirlshs@ges.gov.gh,A,No,6.319177,-2.250302,24338.5,0.0833333333333333
397,GREATER ACCRA,ACCRA METRO,HOLY TRINITY SENIOR HIGH SCHOOL,HIGH STREET- ACCRA,MIXED,DAY,holytrinityshs@ges.gov.gh,C,No,5.5412183,-0.2063944,24338.5,0.0833333333333333
398,GREATER ACCRA,ACCRA METRO,"ST. MARY'S SENIOR HIGH SCHOOL, KORLE GONNO",KORLE GONNO,FEMALE,DAY/BOARDING,stmarysshs@ges.gov.gh,C,No,5.5345668,-0.2224041,24338.5,0.0833333333333333
399,GREATER ACCRA,ACCRA METRO,SACRED HEART TECH. INST.,JAMES TOWN,MIXED,DAY,sacredhearttechinst@ges.gov.gh,C,No,7.0019071,0.2598156,10774.823529411764,0.2058823529411765
400,GREATER ACCRA,ADA EAST DISTRICT,ADA TECH. INST.,ADA,MIXED,DAY,adatechinst@ges.gov.gh,C,No,5.8622899,0.5959944,14506.0,0.1
401,GREATER ACCRA,ADA EAST DISTRICT,ADA SENIOR HIGH SCHOOL,ADA-FOAH,MIXED,DAY/BOARDING,adashs@ges.gov.gh,C,No,5.8771706,0.3662603,14506.0,0.1
402,GREATER ACCRA,ADA WEST DISTRICT,ADA SENIOR HIGH/TECH SCHOOL,SEGE,MIXED,DAY/BOARDING,adashst@ges.gov.gh,C,No,5.8771706,0.3662603,14506.0,0.1
403,GREATER ACCRA,ADENTAN MUNICIPAL,FRAFRAHA COMM. SENIOR HIGH SCHOOL,FRAFRAHA,MIXED,DAY,frafrahacomshs@ges.gov.gh,C,No,7.993766,-0.326021,15955.608695652174,0.1
404,GREATER ACCRA,ASHIAMAN MUNICIPAL,ASHIAMAN SENIOR HIGH SCHOOL,ASHIAMAN,MIXED,DAY,ashiamanshs@ges.gov.gh,C,No,7.142572,-1.6406402,17326.024691358023,0.1123456790123456
405,GREATER ACCRA,ASHIAMAN MUNICIPAL,ASHIAMAN TECH/VOC. INST.,ASHIAMAN,MIXED,DAY,ashiamantechvocinst@ges.gov.gh,C,No,,,17326.024691358023,0.1123456790123456
406,GREATER ACCRA,AYAWASO CENTRAL MUNICIPAL,ACCRA TECH. TRG. CENTRE,KOKOMLEMLE,MIXED,DAY,accratechtrgcentre@ges.gov.gh,C,No,,,24338.5,0.0833333333333333
407,GREATER ACCRA,AYAWASO NORTH MUNICIPAL,ACCRA GIRLS SENIOR HIGH SCHOOL,MAMOBI,FEMALE,DAY/BOARDING,accragirlsshs@ges.gov.gh,C,No,7.190168,0.337969,24338.5,0.0833333333333333
408,GREATER ACCRA,GA CENTRAL MUNICIPAL,ODORGONNO SENIOR HIGH SCHOOL,AWOSHIE,MIXED,DAY/BOARDING,odorgonnoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,24338.5,0.0833333333333333
409,GREATER ACCRA,GA EAST MUNICIPAL,KWABENYA COMM. SENIOR HIGH SCHOOL,KWABENYA,MIXED,DAY,kwabenyacommshs@ges.gov.gh,C,No,7.4635891,-1.9709609,24338.5,0.0833333333333333
410,GREATER ACCRA,GA NORTH MUNICIPAL,ST. JOHN'S GRAMMAR SENIOR HIGH SCHOOL,ACHIMOTA,MIXED,DAY/BOARDING,stjohnsgrammarshs@ges.gov.gh,C,No,9.4226781,-0.8620235,24338.5,0.0833333333333333
411,GREATER ACCRA,GA SOUTH MUNICIPAL,CHRISTIAN METHODIST SENIOR HIGH SCHOOL,APLAKU (WEIJA),MIXED,DAY,christianmethodistshs@ges.gov.gh,C,No,4.9046484,-1.7908342,24338.5,0.0833333333333333
412,GREATER ACCRA,GA SOUTH MUNICIPAL,NGLESHIE AMANFRO SENIOR HIGH SCHOOL,NGLESHIE AMANFRO,MIXED,DAY,ngleshieamanfroshs@ges.gov.gh,C,No,9.4273607,-0.8767444,24338.5,0.0833333333333333
413,GREATER ACCRA,GA WEST MUNICIPAL,ADJEN KOTOKU SENIOR HIGH SCHOOL,ADJEN KOTOKU,MIXED,DAY,adjenkotokushs@ges.gov.gh,C,No,5.9926294,0.8187733,24338.5,0.0833333333333333
414,GREATER ACCRA,GA WEST MUNICIPAL,AMASAMAN SENIOR HIGH/TECH SCHOOL,AMASAMAN,MIXED,DAY,amasamanshst@ges.gov.gh,C,No,7.142572,-1.6406402,24338.5,0.0833333333333333
415,GREATER ACCRA,KORLEY KLOTTEY MUNICIPAL,ACCRA SENIOR HIGH SCHOOL,ASYLUM DOWN,MIXED,DAY,accrashs@ges.gov.gh,C,No,5.8771706,0.3662603,24338.5,0.0833333333333333
416,GREATER ACCRA,KORLEY KLOTTEY MUNICIPAL,"PRESBY SENIOR HIGH SCHOOL, OSU",OSU,MIXED,DAY,presbyshsosu@ges.gov.gh,C,No,6.3325025,-0.4784514,24338.5,0.0833333333333333
417,GREATER ACCRA,KORLEY KLOTTEY MUNICIPAL,KINBU SENIOR HIGH/TECH SCHOOL,TUDU - ACCRA,MIXED,DAY,kinbushst@ges.gov.gh,C,No,6.6903393,-1.5480316,24338.5,0.0833333333333333
418,GREATER ACCRA,KPONE KATAMANSO MUNICIPAL,KPONE COMM. SENIOR HIGH SCHOOL,KATAMANSO,MIXED,DAY,kponecommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,24338.5,0.0833333333333333
419,GREATER ACCRA,KROWOR MUNICIPAL,O'REILLY SENIOR HIGH SCHOOL,OKPOI GOMME,MIXED,DAY/BOARDING,oreillyshs@ges.gov.gh,C,No,5.9668857,-0.9929572,24338.5,0.0833333333333333
420,GREATER ACCRA,KROWOR MUNICIPAL,NUNGUA SENIOR HIGH SCHOOL,NUNGUA,MIXED,DAY/BOARDING,nunguashs@ges.gov.gh,C,No,10.6593164,-1.268658,24338.5,0.0833333333333333
421,GREATER ACCRA,LA DADE-KOTOPON MUNICIPAL,"FORCES SENIOR HIGH/TECH SCHOOL, BURMA CAMP",BURMA CAMP,MIXED,DAY/BOARDING,forcesshs@ges.gov.gh,C,No,6.6556435,-1.1071968,24338.5,0.0833333333333333
422,GREATER ACCRA,LA DADE-KOTOPON MUNICIPAL,"ST. THOMAS AQUINAS SENIOR HIGH SCHOOL, CANTOMENTS",CANTONMENTS,MALE,DAY,stthomasaquinasshs@ges.gov.gh,C,No,5.5727696,-0.1773075,24338.5,0.0833333333333333
423,GREATER ACCRA,LA DADE-KOTOPON MUNICIPAL,LABONE SENIOR HIGH SCHOOL,LABONE,MIXED,DAY/BOARDING,laboneshs@ges.gov.gh,C,No,5.5950893,-0.277005,24338.5,0.0833333333333333
424,GREATER ACCRA,LA DADE-KOTOPON MUNICIPAL,LA PRESBY SENIOR HIGH SCHOOL,LA EMMAUS,MIXED,DAY,presbylashs@ges.gov.gh,C,No,9.3953646,-0.8216087,24338.5,0.0833333333333333
425,GREATER ACCRA,LA NKWANTANANG MADINA MUNICIPAL,WEST AFRICA SENIOR HIGH SCHOOL,ADENTA,MIXED,DAY,westafricashs@ges.gov.gh,C,No,9.3815355,-0.8511432,24338.5,0.0833333333333333
426,GREATER ACCRA,LA NKWANTANANG MADINA MUNICIPAL,"PRESBY BOYS SENIOR HIGH SCHOOL, LEGON",LEGON,MALE,DAY/BOARDING,presbyboyslegonshs@ges.gov.gh,C,No,6.3325025,-0.4784514,24338.5,0.0833333333333333
427,GREATER ACCRA,LEDZOKUKU MUNICIPAL,"PRESBY SENIOR HIGH SCHOOL, TESHIE",TESHIE,MIXED,DAY,presbyteshieshs@ges.gov.gh,C,No,6.3325025,-0.4784514,24338.5,0.0833333333333333
428,GREATER ACCRA,LEDZOKUKU MUNICIPAL,TESHIE TECH. INSTITTUTE,TESHIE,MIXED,DAY,teshietechinst@ges.gov.gh,C,No,5.6690023,-0.1860096,17326.024691358023,0.1123456790123456
429,GREATER ACCRA,NINGO PRAMPRAM DISTRICT,PRAMPRAM SENIOR HIGH SCHOOL,PRAMPRAM,MIXED,DAY/BOARDING,prampramshs@ges.gov.gh,C,No,5.8771706,0.3662603,35794.0,0.1
430,GREATER ACCRA,NINGO PRAMPRAM DISTRICT,NINGO SENIOR HIGH SCHOOL,OLD NINGO,MIXED,DAY/BOARDING,ningoshs@ges.gov.gh,C,No,10.6593164,-1.268658,35794.0,0.1
431,GREATER ACCRA,OKAIKOI NORTH MUNICIPAL,ACHIMOTA SENIOR HIGH SCHOOL,ACHIMOTA,MIXED,DAY/BOARDING,achimotashs@ges.gov.gh,A,No,5.9668857,-0.9929572,24338.5,0.0833333333333333
432,GREATER ACCRA,SHAI-OSUDOKU DISTRICT,OSUDOKU SENIOR HIGH/TECH SCHOOL,ASUTSUARE,MIXED,DAY/BOARDING,osudokushst@ges.gov.gh,C,No,6.6556435,-1.1071968,18284.0,0.1
433,GREATER ACCRA,SHAI-OSUDOKU DISTRICT,GHANATA SENIOR HIGH SCHOOL,DODOWA,MIXED,DAY/BOARDING,ghanatashs@ges.gov.gh,C,No,5.8771706,0.3662603,18284.0,0.1
434,GREATER ACCRA,TEMA METRO,TEMA METH. DAY SENIOR HIGH SCHOOL,TEMA COMM II,MIXED,DAY,temamethdayshs@ges.gov.gh,C,No,5.8771706,0.3662603,24338.5,0.0833333333333333
435,GREATER ACCRA,TEMA METRO,TEMA TECH. INST.,TEMA,MIXED,DAY,tematechinst@ges.gov.gh,C,No,5.6665286,-0.0047504,24338.5,0.0833333333333333
436,GREATER ACCRA,TEMA METRO,"PRESBY SENIOR HIGH SCHOOL, TEMA",TEMA,MIXED,DAY,presbyshstema@ges.gov.gh,C,No,10.7883629,-0.8172359,24338.5,0.0833333333333333
437,GREATER ACCRA,TEMA METRO,TEMA MANHEAN SENIOR HIGH/TECH SCHOOL,TEMA NEW TOWN,MIXED,DAY,temamanheanshst@ges.gov.gh,C,No,10.0272463,-0.9731496,24338.5,0.0833333333333333
438,GREATER ACCRA,TEMA METRO,CHEMU SENIOR HIGH/TECH SCHOOL,TEMA COMM 4,MIXED,DAY,chemushst@ges.gov.gh,C,No,6.6556435,-1.1071968,24338.5,0.0833333333333333
439,GREATER ACCRA,TEMA METRO,OUR LADY OF MERCY SENIOR HIGH SCHOOL,TEMA COMM 4,MIXED,DAY,ourladyofmercyshs@ges.gov.gh,C,No,7.3878262,-1.3492738,24338.5,0.0833333333333333
440,GREATER ACCRA,TEMA WEST MUNICIPAL,TEMA SENIOR HIGH SCHOOL,"TCEOMMAM CUONMITMY 514,",MIXED,DAY/BOARDING,temashs@ges.gov.gh,C,No,9.4226781,-0.8620235,24338.5,0.0833333333333333
441,GREATER ACCRA,TEMA WEST MUNICIPAL,LASHIBI COMMUNITY SENIOR HIGH SCHOOL,LASHIBI- SAKUMONO,FEMALE,DAY,lashibicommunityshs@ges.gov.gh,C,No,7.993766,-0.326021,24338.5,0.0833333333333333
442,NORTH EAST,BUNKRUPGU-YUNGUO,NAKPANDURI SENIOR HIGH SCHOOL,NAKPANDURI,MIXED,DAY/BOARDING,nakpandurishs@ges.gov.gh,C,No,5.5950893,-0.277005,13444.8,0.22
443,NORTH EAST,BUNKRUPGU-YUNGUO,BUNKPURUGU SENIOR HIGH/TECH SCHOOL,BUNKUPURUGU,MIXED,DAY/BOARDING,bunkpurugushst@ges.gov.gh,C,No,10.0272463,-0.9731496,24018.014925373136,0.0970149253731342
444,NORTH EAST,CHEREPONI,CHEREPONI SENIOR HIGH/TECH SCHOOL,CHEREPONI,MIXED,DAY/BOARDING,chereponishst@ges.gov.gh,C,No,5.5950893,-0.277005,9078.0,0.2
445,NORTH EAST,EAST MAMPRUSI,GAMBAGA GIRLS SENIOR HIGH SCHOOL,GAMBAGA,FEMALE,DAY/BOARDING,gambagagirlsshs@ges.gov.gh,C,No,7.190168,0.337969,13444.8,0.22
446,NORTH EAST,EAST MAMPRUSI,NALERIGU SENIOR HIGH SCHOOL,NALERIGU,MIXED,DAY/BOARDING,nalerigushs@ges.gov.gh,C,No,10.5309756,-0.3728539,22263.0,0.3
447,NORTH EAST,EAST MAMPRUSI,SAKOGU SENIOR HIGH/TECH SCHOOL,SAKOGU,MIXED,DAY,sakogushst@ges.gov.gh,C,No,10.0272463,-0.9731496,13444.8,0.22
448,NORTH EAST,MAMPRUGU MOADURI,YAGABA SENIOR HIGH SCHOOL,YAGABA,MIXED,DAY/BOARDING,yagabashs@ges.gov.gh,C,No,10.6593164,-1.268658,5861.0,0.2
449,NORTH EAST,WEST MAMPRUSI,WULUGU SENIOR HIGH SCHOOL,WULUGU,MIXED,DAY/BOARDING,wulugushs@ges.gov.gh,C,No,10.6593164,-1.268658,13444.8,0.22
450,NORTH EAST,WEST MAMPRUSI,WALEWALE SENIOR HIGH SCHOOL,WWAESLETW MEALMEPRUSI,MIXED,DAY/BOARDING,walewaleshs@ges.gov.gh,C,No,9.4226781,-0.8620235,10774.823529411764,0.2058823529411765
451,NORTH EAST,WEST MAMPRUSI MUNICIPAL,JANGA SENIOR HIGH/TECH SCHOOL,MUNICIPAL ASSEMBLY,MALE,DAY/BOARDING,jangashts@ges.gov.gh,C,No,10.0272463,-0.9731496,13444.8,0.22
452,NORTH EAST,WEST MAMPUSI,WALEWALETECH/ VOC INST.,WALEWALE,MIXED,DAY,walewaletechvocinst@ges.gov.gh,C,No,,,13444.8,0.22
453,NORTH EAST REGION,EAST MAMPRUSI MUNICIPAL,LANGBINSI SENIOR HIGH TECHNICAL SCHOOL,LANGBINSI,MIXED,DAY,langbinsishst@ges.gov.gh,C,No,5.3379361,-1.9707293,13444.8,0.22
454,NORTHERN,GUSHEGU,GUSHEGU SENIOR HIGH SCHOOL,GUSHEGU,MIXED,DAY/BOARDING,gushegushs@ges.gov.gh,C,No,6.6903393,-1.5480316,21699.95238095238,0.19047619047619044
455,NORTHERN,KARAGA,KARAGA SENIOR HIGH SCHOOL,KARAGA,MIXED,DAY/BOARDING,karagashs@ges.gov.gh,C,No,10.6593164,-1.268658,7419.0,0.2
456,NORTHERN,KPANDI,KPANDAI SENIOR HIGH SCHOOL,KPANDAI,MIXED,DAY/BOARDING,kpandaishs@ges.gov.gh,C,No,5.8771706,0.3662603,12287.0,0.1
457,NORTHERN,KUMBUNGU,KUMBUNGU SENIOR HIGH SCHOOL,KUMBUNGU,MIXED,DAY/BOARDING,kumbungushs@ges.gov.gh,C,No,6.6903393,-1.5480316,12484.0,0.2
458,NORTHERN,MION,SANG COMM. DAY SCHOOL,SANG,MIXED,DAY,sangcommdayshs@ges.gov.gh,C,No,9.4230346,-0.254394,7727.0,0.2
459,NORTHERN,NANUMBA NORTH,BIMBILLA SENIOR HIGH SCHOOL,BIMBILLA,MIXED,DAY/BOARDING,bimbillashs@ges.gov.gh,C,No,9.3815355,-0.8511432,20428.0,0.2
460,NORTHERN,NANUMBA SOUTH,WULENSI SENIOR HIGH SCHOOL,WULENSI,MIXED,DAY/BOARDING,wulensishs@ges.gov.gh,C,No,10.6593164,-1.268658,10868.0,0.2
461,NORTHERN,SABOBA,WAPULI COMM. SENIOR HIGH SCHOOL,WAPULI,MIXED,DAY,wapulicommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,16492.0,0.2
462,NORTHERN,SABOBA,SABOBA E.P. SENIOR HIGH SCHOOL,SABOBA,MIXED,DAY/BOARDING,sabobaepshs@ges.gov.gh,C,No,5.9668857,-0.9929572,16492.0,0.2
463,NORTHERN,SABOBA,ST. JOSEPH'S TECH. INST.,SABOBA,MIXED,DAY/BOARDING,stjosephstechinstkwahu@ges.gov.gh,C,No,,,16774.0,0.1
464,NORTHERN,SAGNERIGU,"ISLAMIC SCIENCE SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY/BOARDING,islamicscienceshs@ges.gov.gh,C,No,9.3815355,-0.8511432,58305.0,0.1
465,NORTHERN,SAGNERIGU,NORTHERN SCHOOL OF BUSINESS,TAMALE,MIXED,DAY/BOARDING,northernschoolofbusiness@ges.gov.gh,C,No,5.1208275,-1.2948876,58305.0,0.1
466,NORTHERN,SAGNERIGU,TAMALE TECHNICAL INSTITUTE,TAMALE,MIXED,DAY/BOARDING,tamaletechinst@ges.gov.gh,C,No,9.4299903,-0.8669195,21699.95238095238,0.1904761904761904
467,NORTHERN,SAGNERIGU,TAMALE SENIOR HIGH SCHOOL,TAMALE,MIXED,DAY/BOARDING,tamaleshs@ges.gov.gh,C,Yes,9.4226781,-0.8620235,21699.95238095238,0.1904761904761904
468,NORTHERN,SAGNERIGU,KALPOHIN SENIOR HIGH SCHOOL,TAMALE,MIXED,DAY/BOARDING,kalpohinshs@ges.gov.gh,C,No,5.5950893,-0.277005,58305.0,0.1
469,NORTHERN,SAVELUGU-NANTON,PONG-TAMALE SENIOR HIGH SCHOOL,PONG-TAMALE,MIXED,DAY/BOARDING,pongtamaleshs@ges.gov.gh,C,Yes,9.4226781,-0.8620235,16029.0,0.2
470,NORTHERN,SAVELUGU-NANTON,SAVELUGU SENIOR HIGH SCHOOL,SAVELUGU,MIXED,DAY/BOARDING,savelugushs@ges.gov.gh,C,No,5.9926294,0.8187733,5210.0,0.2
471,NORTHERN,TAMALE METRO,"BUSINESS SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY/BOARDING,businessshs@ges.gov.gh,C,No,7.3366184,-2.304839,21699.95238095238,0.1904761904761904
472,NORTHERN,TAMALE METRO,"GHANA SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY/BOARDING,ghanatamaleshs@ges.gov.gh,C,No,5.8771706,0.3662603,21699.95238095238,0.1904761904761904
473,NORTHERN,TAMALE METRO,DABOKPA VOC/TECH. INST.,TAMALE,MIXED,DAY/BOARDING,dabokpatechvocinst@ges.gov.gh,C,No,,,21699.95238095238,0.1904761904761904
474,NORTHERN,TAMALE METRO,VITTING SENIOR HIGH/TECH.,TAMALE,MIXED,DAY/BOARDING,vittingshst@ges.gov.gh,C,No,,,21699.95238095238,0.1904761904761904
475,NORTHERN,TAMALE METRO,"ST. CHARLES SENIOR HIGH SCHOOL, TAMALE",TAMALE,MALE,DAY/BOARDING,stcharlesshs@ges.gov.gh,C,No,7.2316721,-2.1751937,21699.95238095238,0.1904761904761904
