sn,region,district,school_name,location,gender,residency,email,category,is_stem,latitude,longitude,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
361,EASTERN,KWAHU SOUTH,MPRAESO SENIOR HIGH SCHOOL,MPRAESO,MIXED,DAY/BOARDING,mpraesoshs@ges.gov.gh,C,No,6.5833,-0.7167,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
350,EASTERN,KWAEBIBIREM,KADE SENIOR HIGH/TECH SCHOOL,KADE,MIXED,DAY/BOARDING,kadeshst@ges.gov.gh,C,No,5.8771706,0.3662603,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
352,EASTERN,KWAHU AFRAM PLAINS NORTH,ST. MARY'S VOC./TECH. INST.,ADIEMBRA,FEMALE,DAY/BOARDING,stmarytechvocinst@ges.gov.gh,C,No,6.08,-0.27,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
349,EASTERN,KWAEBIBIREM,ASUOM SENIOR HIGH SCHOOL,ASUOM,MIXED,DAY/BOARDING,asuomshs@ges.gov.gh,C,No,6.2333,-0.8333,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
368,EASTERN,LOWER MANYA KROBO,KROBO GIRLS SENIOR HIGH SCHOOL,ODUMASE,FEMALE,DAY/BOARDING,krobogirlsshs@ges.gov.gh,C,No,7.190168,0.337969,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
364,EASTERN,KWAHU WEST MUNICIPAL,FODOA COMM. SENIOR HIGH SCHOOL,FODOA NKAWKAW,MIXED,DAY,fodoacommshs@ges.gov.gh,C,No,5.9668857,-0.9929572,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
371,EASTERN,NEW JUABEN,"PENTECOST SENIOR HIGH SCHOOL,KOFORIDUA",KOFORIDUA,MIXED,DAY/BOARDING,pentecostkoforiduashs@ges.gov.gh,C,No,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
369,EASTERN,LOWER MANYA KROBO,AKUSE METHODIST SENIOR HIGH/TECH SCHOOL,AKUSE,MIXED,DAY/BOARDING,akusemethodistshst@ges.gov.gh,C,No,6.6809248,-1.1073406,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
370,EASTERN,NEW JUABEN,KOFORIDUA TECH. INST.,KOFORIDUA,MIXED,DAY/BOARDING,koforiduatechinst@ges.gov.gh,C,No,6.0833,-0.2667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
367,EASTERN,LOWER MANYA KROBO,AKRO SENIOR HIGH/TECH SCHOOL,ODUMASE,MIXED,DAY/BOARDING,akroshst@ges.gov.gh,C,No,6.6556435,-1.1071968,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
366,EASTERN,LOWER MANYA KROBO,MANYA KROBO SENIOR HIGH SCHOOL,NEW NUASO,MIXED,DAY/BOARDING,manyakroboshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
365,EASTERN,KWAHU WEST MUNICIPAL,NKAWKAW SENIOR HIGH SCHOOL,NKAWKAW,MIXED,DAY/BOARDING,nkawkawshs@ges.gov.gh,C,No,6.55,-0.7667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
340,EASTERN,EAST AKIM MUNICIPAL,"SAVIOUR SENIOR HIGH SCHOOL, OSIEM",OSIEM,MIXED,DAY/BOARDING,saviourshs@ges.gov.gh,C,No,6.2167,-0.6333,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
338,EASTERN,EAST AKIM MUNICIPAL,"W.B.M. ZION SENIOR HIGH SCHOOL, OLD TAFO",OLD TAFO,MIXED,DAY/BOARDING,wbmzionshs@ges.gov.gh,C,No,6.2373462,-0.3928711,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
342,EASTERN,EAST AKIM MUNICIPAL,AKIM ASAFO SENIOR HIGH SCHOOL,AKIM ASAFO,MIXED,DAY/BOARDING,akimasafoshs@ges.gov.gh,C,No,6.2333,-0.65,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
341,EASTERN,EAST AKIM MUNICIPAL,OFORI PANIN SENIOR HIGH SCHOOL,KUKURANTUMI,MIXED,DAY/BOARDING,oforipaninshs@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
344,EASTERN,EAST AKIM MUNICIPAL,KIBI SENIOR HIGH/TECH SCHOOL,KIBI,MIXED,DAY/BOARDING,kibishst@ges.gov.gh,C,No,5.5950893,-0.277005,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
343,EASTERN,EAST AKIM MUNICIPAL,ABUAKWA STATE COLLEGE,KIBI,MIXED,DAY/BOARDING,abuakwastateshs@ges.gov.gh,C,No,6.1745636,-0.5434439,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
335,EASTERN,DENKYEMBOUR,TARKROSI COMM. SENIOR HIGH SCHOOL,TARKROSI,MIXED,DAY,tarkrosicommshs@ges.gov.gh,C,No,6.55,-1.0667,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
334,EASTERN,DENKYEMBOUR,"ST. ROSE'S SENIOR HIGH SCHOOL, AKWATIA",AKWATIA,FEMALE,DAY/BOARDING,strosesshs@ges.gov.gh,C,No,5.9833,-0.8,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
336,EASTERN,DENKYEMBOUR,"SALVATION ARMY SENIOR HIGH SCHOOL, AKIM WENCHI",AKIM WENCHI,MIXED,DAY/BOARDING,salvationarmywenchishs@ges.gov.gh,C,No,5.9973888,-0.9296739,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
401,GREATER ACCRA,ADA EAST DISTRICT,ADA SENIOR HIGH SCHOOL,ADA-FOAH,MIXED,DAY/BOARDING,adashs@ges.gov.gh,C,No,5.8771706,0.3662603,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
513,SAVANNAH,CENTRAL GONJA,MPAHA COMMUNITY DAY SENIOR HIGH SCHOOL,MPAHA,MIXED,DAY,mphashs@ges.gov.gh,C,No,9.0833,-1.8167,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
402,GREATER ACCRA,ADA WEST DISTRICT,ADA SENIOR HIGH/TECH SCHOOL,SEGE,MIXED,DAY/BOARDING,adashst@ges.gov.gh,C,No,5.8771706,0.3662603,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
400,GREATER ACCRA,ADA EAST DISTRICT,ADA TECH. INST.,ADA,MIXED,DAY,adatechinst@ges.gov.gh,C,No,5.7936,0.38,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
321,EASTERN,AYENSUANO,KRABOA-COALTAR PRESBY SENIOR HIGH SCHOOL HIGH/TECH.,KRABOA- COALTAR,MIXED,DAY/BOARDING,presbykraboacoaltarshst@ges.gov.gh,C,No,6.25,0.05,14518.0,0.1,0.25,0.8131630576951024,0.475265223078041,STABLE
320,EASTERN,AYENSUANO,ANUM APAPAM COMM. DAY SENIOR HIGH SCHOOL,ANUM APAPAM,MIXED,DAY,anumapapamcommshs@ges.gov.gh,C,No,6.2333,0.1333,14518.0,0.1,0.25,0.8131630576951024,0.475265223078041,STABLE
635,VOLTA,HOHOE MUNICIPAL,"ST. MARY'S SEM.& SENIOR HIGH SCHOOL, LOLOBI",LOLOBI,MALE,DAY/BOARDING,stmaryssemshs@ges.gov.gh,C,No,7.65,0.48,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
633,VOLTA,HOHOE MUNICIPAL,LIKPE SENIOR HIGH SCHOOL,LIKPE-MATE,MIXED,DAY/BOARDING,likpeshs@ges.gov.gh,C,No,7.1333,0.55,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
600,VOLTA,AGORTIME ZIOPE,ZIOPE SENIOR HIGH SCHOOL,ZIOPE,MIXED,DAY,ziopeshs@ges.gov.gh,C,No,6.45,0.4333,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
592,VOLTA,ADAKLU-ANYIGBE,ADAKLU SENIOR HIGH SCHOOL,ADAKLU,MIXED,DAY/BOARDING,adaklushs@ges.gov.gh,C,No,5.8771706,0.3662603,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
404,GREATER ACCRA,ASHIAMAN MUNICIPAL,ASHIAMAN SENIOR HIGH SCHOOL,ASHIAMAN,MIXED,DAY,ashiamanshs@ges.gov.gh,C,No,5.6981,0.0314,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
639,VOLTA,KETA,ANLO TECH. INST.,ANLOGA,MIXED,DAY/BOARDING,anlotechinst@ges.gov.gh,C,No,5.7886702,0.8679548,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
647,VOLTA,KETU SOUTH,KLIKOR SENIOR HIGH/TECH SCHOOL,KLIKOR,MIXED,DAY/BOARDING,klikorshst@ges.gov.gh,C,No,6.2,1.1,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
618,VOLTA,HO MUNICIPAL,"OLA GIRLS SENIOR HIGH SCHOOL, HO",HO,FEMALE,DAY/BOARDING,olagirlsshs@ges.gov.gh,A,No,6.6,0.4667,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
615,VOLTA,HO,VOLTA TECH INST,MATSE,MIXED,DAY/BOARDING,voltatechinst@ges.gov.gh,C,No,6.6,0.4667,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
616,VOLTA,HO MUNICIPAL,SHIA SENIOR HIGHTECHNICAL SCHOOL,SHIA,MIXED,DAY,shiashst@ges.gov.gh,C,No,6.2,1.1,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
617,VOLTA,HO MUNICIPAL,TANYIGBE SENIOR HIGH SCHOOL,TANYIGBE,MIXED,DAY/BOARDING,tanyigbeshs@ges.gov.gh,C,No,6.75,0.4333,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
601,VOLTA,AKATSI,AKATSI SENIOR HIGH/TECH SCHOOL,AKATSI,MIXED,DAY/BOARDING,akatsishst@ges.gov.gh,C,No,6.1333,0.8,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
603,VOLTA,AKATSI SOUTH,AVENOR SENIOR HIGH SCHOOL,AVENORKPEME,MIXED,DAY,avenorshs@ges.gov.gh,C,No,5.9926294,0.8187733,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
607,VOLTA,ANLO KETA MUNICIPAL,ANLO AWOMEFIA SENIOR HIGH SCHOOL,ANYAKO,MIXED,DAY/BOARDING,anloawomefiashs@ges.gov.gh,C,No,5.9,0.9833,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
623,VOLTA,HO MUNICIPAL,AWUDOME SENIOR HIGH SCHOOL,TSITO,MIXED,DAY/BOARDING,awudomeshs@ges.gov.gh,C,No,6.4333,0.4833,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
621,VOLTA,HO MUNICIPAL,"MAWULI SCHOOL, HO",HO,MIXED,DAY/BOARDING,mawulischoolshs@ges.gov.gh,C,No,6.6,0.4667,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
619,VOLTA,HO MUNICIPAL,TAVIEFE COMM. SENIOR HIGH SCHOOL,TAVIEFE,MIXED,DAY/BOARDING,taviefecommshs@ges.gov.gh,C,No,5.9926294,0.8187733,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
405,GREATER ACCRA,ASHIAMAN MUNICIPAL,ASHIAMAN TECH/VOC. INST.,ASHIAMAN,MIXED,DAY,ashiamantechvocinst@ges.gov.gh,C,No,5.6981,0.0314,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
428,GREATER ACCRA,LEDZOKUKU MUNICIPAL,TESHIE TECH. INSTITTUTE,TESHIE,MIXED,DAY,teshietechinst@ges.gov.gh,C,No,5.5894,-0.0969,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
622,VOLTA,HO MUNICIPAL,SOKODE SENIOR HIGH/TECH SCHOOL,SOKODE,MIXED,DAY/BOARDING,sokodeshst@ges.gov.gh,C,No,6.5167,0.2,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
612,VOLTA,ANLO KETA MUNICIPAL,VOLTA SENIOR HIGH SCHOOL,DZITA- AGBLEDOMI,MIXED,DAY,voltashs@ges.gov.gh,C,No,6.6,0.4667,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
312,EASTERN,AKYEMANSA,AYIREBI SENIOR HIGH SCHOOL,AYIREBI,MIXED,DAY/BOARDING,ayirebishs@ges.gov.gh,C,No,5.9668857,-0.9929572,14879.0,0.1,0.25,0.8066051446010755,0.4726420578404302,STABLE
311,EASTERN,AKYEMANSA,AKOKOASO SENIOR HIGH/TECH SCHOOL,AKIM AKOKOASO,MIXED,DAY/BOARDING,akokoasoshs@ges.gov.gh,C,No,6.6556435,-1.1071968,14879.0,0.1,0.25,0.8066051446010755,0.4726420578404302,STABLE
267,CENTRAL,GOMOA CENTRAL,OGYEEDOM COMM SENIOR HIGH/TECH SCHOOL,GOMOA AFRANSI,MIXED,DAY,ogyeedomcommshst@ges.gov.gh,C,No,5.4167,-1.0833,14933.0,0.1,0.25,0.8056241825316088,0.4722496730126435,STABLE
286,CENTRAL,TWIFO HEMANG LOWER DENKYIRA,JUKWA SENIOR HIGH SCHOOL,JUKWA,MIXED,DAY/BOARDING,jukwashs@ges.gov.gh,C,No,5.4234565,-0.9611574,14933.0,0.1,0.25,0.8056241825316088,0.4722496730126435,STABLE
269,CENTRAL,GOMOA EAST,GOMOA GYAMAN SENIOR HIGH SCHOOL,GOMOA GYAMAN,MIXED,DAY,gomoagyamanshs@ges.gov.gh,C,No,5.5009936,-0.7618399,14933.0,0.1,0.25,0.8056241825316088,0.4722496730126435,STABLE
33,ASHANTI,AMANSIE CENTRAL,JACOBU SENIOR HIGH/TECH. SCHOOL,JACOBU,MIXED,DAY/BOARDING,jacobushst@ges.gov.gh,C,No,6.3,-1.6167,15081.0,0.1,0.25,0.8029356198227002,0.4711742479290801,STABLE
32,ASHANTI,AMANSIE CENTRAL,TWEAPEASE SENIOR HIGH SCHOOL,TWEAPEASE,MIXED,DAY,tweapeaseshs@ges.gov.gh,C,No,6.4167,-1.2833,15081.0,0.1,0.25,0.8029356198227002,0.4711742479290801,STABLE
238,CENTRAL,ASSIN NORTH MUNICIPAL,ASSIN NORTH SENIOR HIGH/TECH SCHOOL,ASSIN ASEMPANEYE,MIXED,DAY/BOARDING,assinnorthshst@ges.gov.gh,C,No,5.5833,-0.9833,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
240,CENTRAL,ASSIN NORTH MUNICIPAL,GYAASE COMMUNITY SENIOR HIGH SCHOOL,ASSIN- AKONFUDI,MIXED,DAY,gyaasecommunityshs@ges.gov.gh,C,No,5.4,-1.1,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
239,CENTRAL,ASSIN NORTH MUNICIPAL,ASSIN STATE COLLEGE,ASSIN BEREKU,MIXED,DAY/BOARDING,assinstateshs@ges.gov.gh,C,No,5.55,-1.1667,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
386,EASTERN,UPPER WEST AKIM,KWAOBAAH NYANOA COMM. SENIOR HIGH SCHOOL,NYANOA,MIXED,DAY,kwaobaahnyanoacommshs@ges.gov.gh,C,No,5.8333,-0.35,15728.0,0.1,0.25,0.7911822409533498,0.4664728963813399,STABLE
385,EASTERN,UPPER WEST AKIM,ADEISO PRESBY SENIOR HIGH SCHOOL,ADEISO,MIXED,DAY/BOARDING,presbyadeisoshs@ges.gov.gh,C,No,5.8833,-0.4167,15728.0,0.1,0.25,0.7911822409533498,0.4664728963813399,STABLE
713,WESTERN NORTH,JUABESO,JUABOSO SENIOR HIGH SCHOOL,JUABOSO,MIXED,DAY/BOARDING,juabososhs@ges.gov.gh,C,No,6.3,-2.8333,15840.0,0.1,0.25,0.789147652957419,0.4656590611829676,STABLE
624,VOLTA,HO WEST,AMEDZOFE TECHNICAL INSTITUTE,AMEDZOFE,MIXED,DAY,amedzofetechinst@ges.gov.gh,C,No,6.8453174,0.4408304,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
625,VOLTA,HO WEST,KPEDZE SENIOR HIGH SCHOOL,KPEDZE,MIXED,DAY/BOARDING,kpedzesehs@ges.gov.gh,C,No,6.9833,0.3,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
626,VOLTA,HO WEST,AVATIME SENIOR HIGH SCHOOL,VANE,MIXED,DAY/BOARDING,avatimeshs@ges.gov.gh,C,No,5.8771706,0.3662603,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
591,VOLTA,ADAKLU,ABUADI/TSREFE SENIOR HIGH SCHOOL,ADAKLU - ABUADI,MIXED,DAY,abuaditsrefecomm.shs@ges.gov.gh,C,No,6.7833,0.45,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
627,VOLTA,HO WEST,AKOME SENIOR HIGH/TECH SCHOOL,AKOME,MIXED,DAY/BOARDING,akomeshst@ges.gov.gh,C,No,7.1,0.5333,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
629,VOLTA,HO WEST,TSITO SENIOR HIGH/TECH SCHOOL,TSITO,MIXED,DAY/BOARDING,tsitoshst@ges.gov.gh,C,No,6.4333,0.4833,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
628,VOLTA,HO WEST,DZOLO SENIOR HIGH SCHOOL,DZOLO,MIXED,DAY/BOARDING,dzoloshs@ges.gov.gh,C,No,6.7667,0.45,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
630,VOLTA,HO WEST,ABUTIA SENIOR HIGH/TCHNICAL SCHOOL,ABUTIA,MIXED,DAY/BOARDING,abutiashst@ges.gov.gh,C,No,6.7833,0.4667,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
599,VOLTA,AGORTIME ZIOPE,AGOTIME SENIOR HIGH SCHOOL,KPETOE,MIXED,DAY/BOARDING,agotimeshs@ges.gov.gh,C,No,6.7833,0.4833,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
290,CENTRAL,UPPER DENKYIRA WEST,DIASO SENIOR HIGH SCHOOL,DIASO,MIXED,DAY/BOARDING,diasoshs@ges.gov.gh,C,No,5.8667,-2.05,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
291,CENTRAL,UPPER DENKYIRA WEST,AYANFURI SENIOR HIGH SCHOOL,AYANFURI,MIXED,DAY,ayanfurishs@ges.gov.gh,C,No,5.7,-1.7167,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
719,WESTERN NORTH,SEFWI WIAWSO,"ST. JOSEPH SENIOR HIGH SCHOOL, SEFWI WIAWSO",SEFWI WIAWSO,MIXED,DAY/BOARDING,stjosephshs@ges.gov.gh,C,No,6.2,-2.5,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
1,AHAFO,ASUNAFO NORTH MUNICIPAL,MIM SENIOR HIGH SCHOOL,MIM,MIXED,DAY/BOARDING,mimshs@ges.gov.gh,C,No,7.1667,-2.8,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
13,AHAFO,TANO NORTH,BOMAA COMM. SENIOR HIGH SCHOOL,BOMAA,MIXED,DAY/BOARDING,bomaacommshs@ges.gov.gh,C,No,7.2333,-2.7,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
12,AHAFO,TANO NORTH,BOAKYE TROMO SENIOR HIGH/TECH SCHOOL,DUAYAW NKWANTA,MIXED,DAY/BOARDING,boakyetromoshst@ges.gov.gh,C,No,6.8833,-2.75,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
11,AHAFO,TANO NORTH,SERWAA KESSE GIRLS SENIOR HIGH SCHOOL,DUAYAW NKWANTA,FEMALE,DAY/BOARDING,serwaakessegirlsshs@ges.gov.gh,C,No,6.85,-2.75,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
10,AHAFO,TANO NORTH,YAMFO ANGLICAN SENIOR HIGH SCHOOL,YAMFO,MIXED,DAY/BOARDING,yamfoanglicanshs@ges.gov.gh,C,No,7.0,-2.55,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
403,GREATER ACCRA,ADENTAN MUNICIPAL,FRAFRAHA COMM. SENIOR HIGH SCHOOL,FRAFRAHA,MIXED,DAY,frafrahacomshs@ges.gov.gh,C,No,5.7167,-0.15,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
16,AHAFO,TANO SOUTH,BECHEM PRESBY SENIOR HIGH SCHOOL,BECHEM,MIXED,DAY/BOARDING,bechempresbyshs@ges.gov.gh,C,No,7.2316721,-2.1751937,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
15,AHAFO,TANO SOUTH,SAMUEL OTU PRESBY SENIOR HIGH SCHOOL,TECHIMANTIA,MIXED,DAY/BOARDING,samuelotupresbyshs@ges.gov.gh,C,No,7.0,-2.55,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
14,AHAFO,TANO SOUTH,DERMA COMM. DAY SENIOR HIGH SCHOOL,DERMA,MIXED,DAY,dermacommshs@ges.gov.gh,C,No,7.1667,-2.2167,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
9,AHAFO,TANO NORTH,TERCHIRE SENIOR HIGH SCHOOL,TERCHIRE,MIXED,DAY,terchireshs@ges.gov.gh,C,No,7.2316721,-2.1751937,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
2,AHAFO,ASUNAFO NORTH MUNICIPAL,AHAFOMAN SENIOR HIGH/TECH SCHOOL,GOASO,MIXED,DAY/BOARDING,ahafomanshst@ges.gov.gh,C,No,7.1333,-2.5,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
140,ASHANTI,SEKYERE EAST,EFFIDUASE SENIOR HIGH/COM SCHOOL,EFFIDUASE,MIXED,DAY/BOARDING,effiduaseshst@ges.gov.gh,C,No,6.65,-1.35,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
141,ASHANTI,SEKYERE EAST,EFFIDUASE SENIOR HIGH/TECH SCHOOL,AKYAWKROM,MIXED,DAY,effiduaseshst@ges.gov.gh,C,No,6.65,-1.35,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
137,ASHANTI,SEKYERE EAST,TIJJANIYA SENIOR HIGH SCHOOL,ASOKORE,MIXED,DAY/BOARDING,tijjaniyashs@ges.gov.gh,C,No,6.6885,-1.6244,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
139,ASHANTI,SEKYERE EAST,KROBEA ASANTE TECH/VOC SCHOOL,ASOKORE,MIXED,DAY/BOARDING,krobeaasantetechvoc@ges.gov.gh,C,No,6.55,-1.5,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
4,AHAFO,ASUNAFO SOUTH,SANKORE SENIOR HIGH SCHOOL,SANKORE,MIXED,DAY/BOARDING,sankoreshs@ges.gov.gh,C,No,7.1833,-2.5167,16292.0,0.1,0.25,0.7809366371166981,0.4623746548466793,STABLE
3,AHAFO,ASUNAFO SOUTH,KUKUOM AGRIC SENIOR HIGH SCHOOL,KUKUOM,MIXED,DAY/BOARDING,kukuomagricshs@ges.gov.gh,C,No,6.95,-2.6833,16292.0,0.1,0.25,0.7809366371166981,0.4623746548466793,STABLE
337,EASTERN,EAST AKIM,ST. PAUL'S TECH. SCHOOL,KUKURANTUMI,MIXED,DAY/BOARDING,st.paulstechshs@ges.gov.gh,C,No,6.05,-0.5,16375.0,0.1,0.25,0.7794288620839994,0.4617715448335998,STABLE
638,VOLTA,KETA,KETA SENIOR HIGH/TECH SCHOOL,KETA,MIXED,DAY/BOARDING,ketashst@ges.gov.gh,C,No,5.9167,0.9833,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
605,VOLTA,ANLO KETA MUNICIPAL,ANLO AFIADENYIGBA SENIOR HIGH SCHOOL,ANLO AFIADENYIGBA,MIXED,DAY/BOARDING,anloafiadenyigbashs@ges.gov.gh,C,No,5.85,0.9833,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
604,VOLTA,ANLO KETA MUNICIPAL,ABOR SENIOR HIGH SCHOOL,ABOR,MIXED,DAY/BOARDING,aborshs@ges.gov.gh,C,No,5.9926294,0.8187733,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
609,VOLTA,ANLO KETA MUNICIPAL,KETA BUSINESS SENIOR HIGH SCHOOL,KETA,MIXED,DAY/BOARDING,ketabusinessshs@ges.gov.gh,C,No,5.9167,0.9833,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
221,CENTRAL,ABURA/ASEBU/ KWAMANKESE,AGGREY MEM. A.M.E.ZION SENIOR HIGH SCHOOL,CAPE COAST,MIXED,DAY/BOARDING,aggreymemamezionshs@ges.gov.gh,C,No,5.105,-1.2467,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
610,VOLTA,ANLO KETA MUNICIPAL,ANLO SENIOR HIGH SCHOOL,ANLOGA,MIXED,DAY/BOARDING,anloshs@ges.gov.gh,C,No,5.9926294,0.8187733,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
608,VOLTA,ANLO KETA MUNICIPAL,ATIAVI SENIOR HIGH/TECH SCHOOL,ATIAVI,MIXED,DAY,atiavishst@ges.gov.gh,C,No,5.9167,0.9833,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
611,VOLTA,ANLO KETA MUNICIPAL,ZION SENIOR HIGH SCHOOL,ANLOGA,MIXED,DAY/BOARDING,zionshs@ges.gov.gh,C,No,6.2,0.4667,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
606,VOLTA,ANLO KETA MUNICIPAL,TSIAME SENIOR HIGH SCHOOL,TSIAME,MIXED,DAY,tsiameshs@ges.gov.gh,C,No,6.95,0.35,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
