school_name,region,district,latitude,longitude,anomaly_reason,expected_lat_range,expected_lon_range,sn,location,gender,residency,email,category,is_stem,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
"ST. FRANCIS SENIOR HIGH/TECH SCHOOL, AKIM ODA",EASTERN,BIRIM CENTRAL MUNICIPAL,,,MISSING COORDINATES,,,323,AKIM ODA,MIXED,DAY/BOARDING,stfrancisshst@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
ASAMANKESE SENIOR HIGH SCHOOL,EASTERN,WEST AKIM MUNICIPAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,387,ASAMANKESE,MIXED,DAY/BOARDING,asamankeseshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
KWABENG ANGLICAN SENIOR HIGH/TECH SCHOOL,EASTERN,ATIWA,7.4635891,-1.9709609,"LAT 7.463589 outside [5.5000, 7.2500] | LON -1.970961 outside [-1.5500, 0.7000]",5.65 - 7.1,-1.4 - 0.55,319,KWABENG,MIXED,DAY/BOARDING,kwabenganglicanshst@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
NEW JUABEN SENIOR HIGH/COMM SCHOOL,EASTERN,NEW JUABEN MUNICIPAL,5.9926294,0.8187733,"LON 0.818773 outside [-1.5500, 0.7000]",5.65 - 7.1,-1.4 - 0.55,378,KOFORIDUA,MIXED,DAY/BOARDING,newjuabencomshs@ges.gov.gh,C,Yes,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
"ISLAMIC GIRLS SENIOR HIGH SCHOOL,SUHUM",EASTERN,SUHUM MUNICIPAL,9.3815355,-0.8511432,"LAT 9.381536 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,383,KORASE-SUHUM,FEMALE,DAY/BOARDING,islamicgirlsshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
KWAHU RIDGE SENIOR HIGH SCHOOL,EASTERN,KWAHU SOUTH,10.6593164,-1.268658,"LAT 10.659316 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,362,OBO-KWAHU,MIXED,DAY/BOARDING,kwahuridgeshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
MPRAESO SENIOR HIGH SCHOOL,EASTERN,KWAHU SOUTH,5.9926294,0.8187733,"LON 0.818773 outside [-1.5500, 0.7000]",5.65 - 7.1,-1.4 - 0.55,361,MPRAESO,MIXED,DAY/BOARDING,mpraesoshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
ASUOM SENIOR HIGH SCHOOL,EASTERN,KWAEBIBIREM,5.4234565,-0.9611574,"LAT 5.423457 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,349,ASUOM,MIXED,DAY/BOARDING,asuomshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
"SAVIOUR SENIOR HIGH SCHOOL, OSIEM",EASTERN,EAST AKIM MUNICIPAL,5.9926294,0.8187733,"LON 0.818773 outside [-1.5500, 0.7000]",5.65 - 7.1,-1.4 - 0.55,340,OSIEM,MIXED,DAY/BOARDING,saviourshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
AKIM ASAFO SENIOR HIGH SCHOOL,EASTERN,EAST AKIM MUNICIPAL,10.6593164,-1.268658,"LAT 10.659316 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,342,AKIM ASAFO,MIXED,DAY/BOARDING,akimasafoshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
TARKROSI COMM. SENIOR HIGH SCHOOL,EASTERN,DENKYEMBOUR,7.993766,-0.326021,"LAT 7.993766 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,335,TARKROSI,MIXED,DAY,tarkrosicommshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
"ST. ROSE'S SENIOR HIGH SCHOOL, AKWATIA",EASTERN,DENKYEMBOUR,9.389042,-0.8285041,"LAT 9.389042 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,334,AKWATIA,FEMALE,DAY/BOARDING,strosesshs@ges.gov.gh,C,No,16272.791208791208,0.1098901098901098,0.2747252747252744,0.7812855833310709,0.477349398167593,STABLE
MPAHA COMMUNITY DAY SENIOR HIGH SCHOOL,SAVANNAH,CENTRAL GONJA,7.993766,-0.326021,"LAT 7.993766 outside [8.2500, 11.1500] | LON -0.326021 outside [-3.0500, -0.4000]",8.4 - 11.0,-2.9 - -0.55,513,MPAHA,MIXED,DAY,mphashs@ges.gov.gh,C,No,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
ADA TECH. INST.,GREATER ACCRA,ADA EAST DISTRICT,5.8622899,0.5959944,"LON 0.595994 outside [-0.6500, 0.4000]",5.35 - 5.95,-0.5 - 0.25,400,ADA,MIXED,DAY,adatechinst@ges.gov.gh,C,No,14506.0,0.1,0.25,0.8133810492660951,0.475352419706438,STABLE
KRABOA-COALTAR PRESBY SENIOR HIGH SCHOOL HIGH/TECH.,EASTERN,AYENSUANO,,,MISSING COORDINATES,,,321,KRABOA- COALTAR,MIXED,DAY/BOARDING,presbykraboacoaltarshst@ges.gov.gh,C,No,14518.0,0.1,0.25,0.8131630576951024,0.475265223078041,STABLE
ANUM APAPAM COMM. DAY SENIOR HIGH SCHOOL,EASTERN,AYENSUANO,5.314022,-1.00919,"LAT 5.314022 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,320,ANUM APAPAM,MIXED,DAY,anumapapamcommshs@ges.gov.gh,C,No,14518.0,0.1,0.25,0.8131630576951024,0.475265223078041,STABLE
"ST. MARY'S SEM.& SENIOR HIGH SCHOOL, LOLOBI",VOLTA,HOHOE MUNICIPAL,,,MISSING COORDINATES,,,635,LOLOBI,MALE,DAY/BOARDING,stmaryssemshs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
LIKPE SENIOR HIGH SCHOOL,VOLTA,HOHOE MUNICIPAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.6500, 8.9000] | LON -0.862024 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,633,LIKPE-MATE,MIXED,DAY/BOARDING,likpeshs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
ZIOPE SENIOR HIGH SCHOOL,VOLTA,AGORTIME ZIOPE,5.9668857,-0.9929572,"LON -0.992957 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,600,ZIOPE,MIXED,DAY,ziopeshs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.2808641975308641,0.7621525815405097,0.4733795511347223,STABLE
ASHIAMAN SENIOR HIGH SCHOOL,GREATER ACCRA,ASHIAMAN MUNICIPAL,7.142572,-1.6406402,"LAT 7.142572 outside [5.2000, 6.1000] | LON -1.640640 outside [-0.6500, 0.4000]",5.35 - 5.95,-0.5 - 0.25,404,ASHIAMAN,MIXED,DAY,ashiamanshs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
KLIKOR SENIOR HIGH/TECH SCHOOL,VOLTA,KETU SOUTH,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,647,KLIKOR,MIXED,DAY/BOARDING,klikorshst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
VOLTA TECH INST,VOLTA,HO,,,MISSING COORDINATES,,,615,MATSE,MIXED,DAY/BOARDING,voltatechinst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
SHIA SENIOR HIGHTECHNICAL SCHOOL,VOLTA,HO MUNICIPAL,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,616,SHIA,MIXED,DAY,shiashst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
TANYIGBE SENIOR HIGH SCHOOL,VOLTA,HO MUNICIPAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.6500, 8.9000] | LON -0.862024 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,617,TANYIGBE,MIXED,DAY/BOARDING,tanyigbeshs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
AKATSI SENIOR HIGH/TECH SCHOOL,VOLTA,AKATSI,10.0272463,-0.9731496,"LAT 10.027246 outside [5.6500, 8.9000] | LON -0.973150 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,601,AKATSI,MIXED,DAY/BOARDING,akatsishst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
ANLO AWOMEFIA SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,10.6593164,-1.268658,"LAT 10.659316 outside [5.6500, 8.9000] | LON -1.268658 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,607,ANYAKO,MIXED,DAY/BOARDING,anloawomefiashs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
ASHIAMAN TECH/VOC. INST.,GREATER ACCRA,ASHIAMAN MUNICIPAL,,,MISSING COORDINATES,,,405,ASHIAMAN,MIXED,DAY,ashiamantechvocinst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
SOKODE SENIOR HIGH/TECH SCHOOL,VOLTA,HO MUNICIPAL,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,622,SOKODE,MIXED,DAY/BOARDING,sokodeshst@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
VOLTA SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,5.9668857,-0.9929572,"LON -0.992957 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,612,DZITA- AGBLEDOMI,MIXED,DAY,voltashs@ges.gov.gh,C,No,17326.024691358023,0.1123456790123456,0.280864197530864,0.7621525815405097,0.4733795511347223,STABLE
OGYEEDOM COMM SENIOR HIGH/TECH SCHOOL,CENTRAL,GOMOA CENTRAL,6.6556435,-1.1071968,"LAT 6.655644 outside [4.7500, 6.3000]",4.9 - 6.15,-2.0 - -0.55,267,GOMOA AFRANSI,MIXED,DAY,ogyeedomcommshst@ges.gov.gh,C,No,14933.0,0.1,0.25,0.8056241825316088,0.4722496730126435,STABLE
JACOBU SENIOR HIGH/TECH. SCHOOL,ASHANTI,AMANSIE CENTRAL,10.0272463,-0.9731496,"LAT 10.027246 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,33,JACOBU,MIXED,DAY/BOARDING,jacobushst@ges.gov.gh,C,No,15081.0,0.1,0.25,0.8029356198227002,0.4711742479290801,STABLE
TWEAPEASE SENIOR HIGH SCHOOL,ASHANTI,AMANSIE CENTRAL,5.6486498,-0.0035371,"LAT 5.648650 outside [5.7000, 7.7500] | LON -0.003537 outside [-3.0500, -0.4000]",5.85 - 7.6,-2.9 - -0.55,32,TWEAPEASE,MIXED,DAY,tweapeaseshs@ges.gov.gh,C,No,15081.0,0.1,0.25,0.8029356198227002,0.4711742479290801,STABLE
ASSIN NORTH SENIOR HIGH/TECH SCHOOL,CENTRAL,ASSIN NORTH MUNICIPAL,5.9926294,0.8187733,"LON 0.818773 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,238,ASSIN ASEMPANEYE,MIXED,DAY/BOARDING,assinnorthshst@ges.gov.gh,C,No,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
GYAASE COMMUNITY SENIOR HIGH SCHOOL,CENTRAL,ASSIN NORTH MUNICIPAL,7.993766,-0.326021,"LAT 7.993766 outside [4.7500, 6.3000] | LON -0.326021 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,240,ASSIN- AKONFUDI,MIXED,DAY,gyaasecommunityshs@ges.gov.gh,C,No,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
ASSIN STATE COLLEGE,CENTRAL,ASSIN NORTH MUNICIPAL,5.5868893,-0.2074099,"LON -0.207410 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,239,ASSIN BEREKU,MIXED,DAY/BOARDING,assinstateshs@ges.gov.gh,C,No,15266.0,0.1,0.25,0.7995749164365644,0.4698299665746258,STABLE
KWAOBAAH NYANOA COMM. SENIOR HIGH SCHOOL,EASTERN,UPPER WEST AKIM,5.314022,-1.00919,"LAT 5.314022 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,386,NYANOA,MIXED,DAY,kwaobaahnyanoacommshs@ges.gov.gh,C,No,15728.0,0.1,0.25,0.7911822409533498,0.4664728963813399,STABLE
ADEISO PRESBY SENIOR HIGH SCHOOL,EASTERN,UPPER WEST AKIM,9.3953646,-0.8216087,"LAT 9.395365 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,385,ADEISO,MIXED,DAY/BOARDING,presbyadeisoshs@ges.gov.gh,C,No,15728.0,0.1,0.25,0.7911822409533498,0.4664728963813399,STABLE
JUABOSO SENIOR HIGH SCHOOL,WESTERN NORTH,JUABESO,5.4234565,-0.9611574,"LON -0.961157 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,713,JUABOSO,MIXED,DAY/BOARDING,juabososhs@ges.gov.gh,C,No,15840.0,0.1,0.25,0.789147652957419,0.4656590611829676,STABLE
KPEDZE SENIOR HIGH SCHOOL,VOLTA,HO WEST,5.9668857,-0.9929572,"LON -0.992957 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,625,KPEDZE,MIXED,DAY/BOARDING,kpedzesehs@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
ABUADI/TSREFE SENIOR HIGH SCHOOL,VOLTA,ADAKLU,7.3366184,-2.304839,"LON -2.304839 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,591,ADAKLU - ABUADI,MIXED,DAY,abuaditsrefecomm.shs@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
AKOME SENIOR HIGH/TECH SCHOOL,VOLTA,HO WEST,9.4226781,-0.8620235,"LAT 9.422678 outside [5.6500, 8.9000] | LON -0.862024 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,627,AKOME,MIXED,DAY/BOARDING,akomeshst@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
TSITO SENIOR HIGH/TECH SCHOOL,VOLTA,HO WEST,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,629,TSITO,MIXED,DAY/BOARDING,tsitoshst@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
DZOLO SENIOR HIGH SCHOOL,VOLTA,HO WEST,10.9014082,-0.9013563,"LAT 10.901408 outside [5.6500, 8.9000] | LON -0.901356 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,628,DZOLO,MIXED,DAY/BOARDING,dzoloshs@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
ABUTIA SENIOR HIGH/TCHNICAL SCHOOL,VOLTA,HO WEST,10.9324723,-0.9735882,"LAT 10.932472 outside [5.6500, 8.9000] | LON -0.973588 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,630,ABUTIA,MIXED,DAY/BOARDING,abutiashst@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
AGOTIME SENIOR HIGH SCHOOL,VOLTA,AGORTIME ZIOPE,9.4273607,-0.8767444,"LAT 9.427361 outside [5.6500, 8.9000] | LON -0.876744 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,599,KPETOE,MIXED,DAY/BOARDING,agotimeshs@ges.gov.gh,C,No,15849.0,0.1,0.25,0.7889841592791745,0.4655936637116699,STABLE
DIASO SENIOR HIGH SCHOOL,CENTRAL,UPPER DENKYIRA WEST,5.594027,-0.2007183,"LON -0.200718 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,290,DIASO,MIXED,DAY/BOARDING,diasoshs@ges.gov.gh,C,No,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
AYANFURI SENIOR HIGH SCHOOL,CENTRAL,UPPER DENKYIRA WEST,5.8771706,0.3662603,"LON 0.366260 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,291,AYANFURI,MIXED,DAY,ayanfurishs@ges.gov.gh,C,No,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
"ST. JOSEPH SENIOR HIGH SCHOOL, SEFWI WIAWSO",WESTERN NORTH,SEFWI WIAWSO,9.389042,-0.8285041,"LAT 9.389042 outside [5.3500, 7.2000] | LON -0.828504 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,719,SEFWI WIAWSO,MIXED,DAY/BOARDING,stjosephshs@ges.gov.gh,C,No,15850.0,0.1,0.25,0.7889659933149251,0.46558639732597,STABLE
MIM SENIOR HIGH SCHOOL,AHAFO,ASUNAFO NORTH MUNICIPAL,9.4273607,-0.8767444,"LAT 9.427361 outside [6.4500, 8.0500] | LON -0.876744 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,1,MIM,MIXED,DAY/BOARDING,mimshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
BOMAA COMM. SENIOR HIGH SCHOOL,AHAFO,TANO NORTH,7.993766,-0.326021,"LON -0.326021 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,13,BOMAA,MIXED,DAY/BOARDING,bomaacommshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
BOAKYE TROMO SENIOR HIGH/TECH SCHOOL,AHAFO,TANO NORTH,7.190168,0.337969,"LON 0.337969 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,12,DUAYAW NKWANTA,MIXED,DAY/BOARDING,boakyetromoshst@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
SERWAA KESSE GIRLS SENIOR HIGH SCHOOL,AHAFO,TANO NORTH,6.319177,-2.250302,"LAT 6.319177 outside [6.4500, 8.0500]",6.6 - 7.9,-3.0 - -1.8,11,DUAYAW NKWANTA,FEMALE,DAY/BOARDING,serwaakessegirlsshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
YAMFO ANGLICAN SENIOR HIGH SCHOOL,AHAFO,TANO NORTH,6.4542149,-1.5701117,"LON -1.570112 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,10,YAMFO,MIXED,DAY/BOARDING,yamfoanglicanshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
FRAFRAHA COMM. SENIOR HIGH SCHOOL,GREATER ACCRA,ADENTAN MUNICIPAL,7.993766,-0.326021,"LAT 7.993766 outside [5.2000, 6.1000]",5.35 - 5.95,-0.5 - 0.25,403,FRAFRAHA,MIXED,DAY,frafrahacomshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
SAMUEL OTU PRESBY SENIOR HIGH SCHOOL,AHAFO,TANO SOUTH,9.3953646,-0.8216087,"LAT 9.395365 outside [6.4500, 8.0500] | LON -0.821609 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,15,TECHIMANTIA,MIXED,DAY/BOARDING,samuelotupresbyshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
DERMA COMM. DAY SENIOR HIGH SCHOOL,AHAFO,TANO SOUTH,5.9668857,-0.9929572,"LAT 5.966886 outside [6.4500, 8.0500] | LON -0.992957 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,14,DERMA,MIXED,DAY,dermacommshs@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
AHAFOMAN SENIOR HIGH/TECH SCHOOL,AHAFO,ASUNAFO NORTH MUNICIPAL,7.142572,-1.6406402,"LON -1.640640 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,2,GOASO,MIXED,DAY/BOARDING,ahafomanshst@ges.gov.gh,C,No,15955.608695652174,0.1,0.25,0.7870475095252838,0.4648190038101135,STABLE
EFFIDUASE SENIOR HIGH/TECH SCHOOL,ASHANTI,SEKYERE EAST,5.102919,-1.3921394,"LAT 5.102919 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,141,AKYAWKROM,MIXED,DAY,effiduaseshst@ges.gov.gh,C,No,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
TIJJANIYA SENIOR HIGH SCHOOL,ASHANTI,SEKYERE EAST,10.6593164,-1.268658,"LAT 10.659316 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,137,ASOKORE,MIXED,DAY/BOARDING,tijjaniyashs@ges.gov.gh,C,No,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
KROBEA ASANTE TECH/VOC SCHOOL,ASHANTI,SEKYERE EAST,,,MISSING COORDINATES,,,139,ASOKORE,MIXED,DAY/BOARDING,krobeaasantetechvoc@ges.gov.gh,C,No,16078.0,0.1,0.25,0.784824153466066,0.4639296613864264,STABLE
SANKORE SENIOR HIGH SCHOOL,AHAFO,ASUNAFO SOUTH,5.9926294,0.8187733,"LAT 5.992629 outside [6.4500, 8.0500] | LON 0.818773 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,4,SANKORE,MIXED,DAY/BOARDING,sankoreshs@ges.gov.gh,C,No,16292.0,0.1,0.25,0.7809366371166981,0.4623746548466793,STABLE
KUKUOM AGRIC SENIOR HIGH SCHOOL,AHAFO,ASUNAFO SOUTH,5.9668857,-0.9929572,"LAT 5.966886 outside [6.4500, 8.0500] | LON -0.992957 outside [-3.1500, -1.6500]",6.6 - 7.9,-3.0 - -1.8,3,KUKUOM,MIXED,DAY/BOARDING,kukuomagricshs@ges.gov.gh,C,No,16292.0,0.1,0.25,0.7809366371166981,0.4623746548466793,STABLE
ST. PAUL'S TECH. SCHOOL,EASTERN,EAST AKIM,5.1412167,-1.2444936,"LAT 5.141217 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,337,KUKURANTUMI,MIXED,DAY/BOARDING,st.paulstechshs@ges.gov.gh,C,No,16375.0,0.1,0.25,0.7794288620839994,0.4617715448335998,STABLE
KETA SENIOR HIGH/TECH SCHOOL,VOLTA,KETA,6.6903393,-1.5480316,"LON -1.548032 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,638,KETA,MIXED,DAY/BOARDING,ketashst@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
ANLO AFIADENYIGBA SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,10.6593164,-1.268658,"LAT 10.659316 outside [5.6500, 8.9000] | LON -1.268658 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,605,ANLO AFIADENYIGBA,MIXED,DAY/BOARDING,anloafiadenyigbashs@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
KETA BUSINESS SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,7.3366184,-2.304839,"LON -2.304839 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,609,KETA,MIXED,DAY/BOARDING,ketabusinessshs@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
ATIAVI SENIOR HIGH/TECH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,10.0272463,-0.9731496,"LAT 10.027246 outside [5.6500, 8.9000] | LON -0.973150 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,608,ATIAVI,MIXED,DAY,atiavishst@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
ZION SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,5.9668857,-0.9929572,"LON -0.992957 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,611,ANLOGA,MIXED,DAY/BOARDING,zionshs@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
TSIAME SENIOR HIGH SCHOOL,VOLTA,ANLO KETA MUNICIPAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.6500, 8.9000] | LON -0.862024 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,606,TSIAME,MIXED,DAY,tsiameshs@ges.gov.gh,C,No,16411.0,0.1,0.25,0.7787748873710216,0.4615099549484086,STABLE
KWAHU TAFO SENIOR HIGH SCHOOL,EASTERN,KWAHU EAST,5.4234565,-0.9611574,"LAT 5.423457 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,356,KWAHU TAFO,MIXED,DAY/BOARDING,kwahutafoshs@ges.gov.gh,C,No,16774.0,0.1,0.25,0.7721806423484958,0.4588722569393983,STABLE
NKWATIA PRESBY SENIOR HIGH/COMM SCHOOL,EASTERN,KWAHU EAST,9.3953646,-0.8216087,"LAT 9.395365 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,357,NKWATIA,MIXED,DAY/BOARDING,presbynkwatiacomshs@ges.gov.gh,C,No,16774.0,0.1,0.25,0.7721806423484958,0.4588722569393983,STABLE
"ST. PETER'S SENIOR HIGH SCHOOL, NKWATIA",EASTERN,KWAHU EAST,9.394167,-0.829071,"LAT 9.394167 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,358,NKWATIA,MALE,DAY/BOARDING,stpetersshs@ges.gov.gh,C,No,16774.0,0.1,0.25,0.7721806423484958,0.4588722569393983,STABLE
